Ngay,GiaDieuChinh,GiaDongCua,ThayDoi,KhoiLuongKhopLenh,GiaTriKhopLenh,KLThoaThuan,GtThoaThuan,GiaMoCua,GiaCaoNhat,GiaThapNhat
03/08/2020,110.43,110.4259,2.92(2.72 %),42710213,"400,962,148,700",6427384,"78,746,180,200",107.5269,110.4268,106.6926
31/07/2020,107.51,107.5075,-0.59(-0.55 %),31961232,"273,371,906,400",4814263,"101,575,982,000",108.1377,108.3134,105.7568
30/07/2020,108.1,108.102,1.25(1.17 %),29112152,"274,531,472,600",3256927,"8,954,933,200",106.9232,108.4946,105.9782
29/07/2020,106.85,106.8547,-1.12(-1.04 %),52687898,"482,360,604,300",360455,"8,386,469,900",107.9903,108.0564,102.803
28/07/2020,107.98,107.976,5.13(4.99 %),48366160,"396,689,820,000",4779455,"42,864,324,000",102.8364,107.9794,101.7769
27/07/2020,102.85,102.8451,-6.49(-5.94 %),65042215,"612,613,921,700",2891018,"17,720,579,100",105.6742,108.1271,102.4749
24/07/2020,109.33,109.3318,-4.54(-3.99 %),68878170,"634,934,834,100",892417,"15,373,532,700",113.8711,114.2431,107.7391
23/07/2020,113.87,113.8695,-1.45(-1.26 %),39308356,"354,123,585,000",8863809,"95,296,840,200",115.3284,115.3513,113.1311
22/07/2020,115.32,115.3179,-0.77(-0.66 %),32172749,"329,902,168,100",7364634,"84,373,208,800",116.1647,116.2951,114.6551
21/07/2020,116.09,116.0902,0.37(0.32 %),32112446,"337,027,657,700",4834775,"59,020,994,000",115.7182,116.1812,114.4471
20/07/2020,115.72,115.7229,-1.09(-0.93 %),35066577,"364,541,300,400",9865101,"158,572,761,100",116.8137,117.0779,115.479
17/07/2020,116.81,116.8137,1.22(1.06 %),38928865,"488,301,284,800",3488491,"28,082,084,400",115.5922,117.0734,114.9033
16/07/2020,115.59,115.5922,-0.32(-0.28 %),31400881,"363,283,987,800",2396122,"23,744,790,400",115.9203,116.5974,115.0976
15/07/2020,115.91,115.9108,-0.23(-0.20 %),29667165,"309,311,489,000",3820305,"52,694,983,800",116.1409,117.1945,115.7549
14/07/2020,116.14,116.1382,0.49(0.42 %),32272041,"316,505,105,100",3818804,"51,433,844,900",115.6521,116.14,115.0379
13/07/2020,115.65,115.6474,-0.01(-0.01 %),29195906,"292,051,608,800",4617566,"78,461,647,830",115.7387,116.7364,114.8413
10/07/2020,115.66,115.6583,-0.5(-0.43 %),30484831,"328,176,945,000",6224795,"132,010,630,400",116.1629,116.6657,115.046
09/07/2020,116.16,116.1629,1.8(1.57 %),46286374,"414,731,679,300",4291225,"66,285,737,400",114.3665,116.2277,114.3649
08/07/2020,114.37,114.3665,0.66(0.58 %),25220007,"270,931,155,500",4709017,"69,495,741,000",113.71,114.4118,112.6666
07/07/2020,113.71,113.71,0.64(0.57 %),33401474,"349,337,325,300",3003133,"22,353,707,300",113.0745,114.4729,111.7593
06/07/2020,113.07,113.0745,1.52(1.36 %),31247259,"333,040,985,000",2100407,"38,035,590,000",111.5514,113.2688,111.3664
03/07/2020,111.55,111.5514,-0.06(-0.05 %),31477377,"334,611,456,300",2547611,"31,346,715,800",111.6073,112.2916,111.3888
02/07/2020,111.61,111.6073,-0.08(-0.07 %),24023970,"224,405,361,300",1320778,"17,349,153,000",111.6858,112.4664,111.2311
01/07/2020,111.69,111.6858,1.92(1.75 %),33105247,"297,460,231,100",2802153,"33,140,285,600",109.7641,112.0135,108.8319
30/06/2020,109.76,109.7641,-0.56(-0.51 %),57552636,"449,010,074,700",4912536,"127,871,891,700",110.3222,111.8297,107.9115
29/06/2020,110.32,110.3222,-3.13(-2.76 %),53405130,"482,762,695,300",6841460,"103,852,708,400",113.4176,113.4223,109.5269
26/06/2020,113.45,113.4497,-0.62(-0.54 %),50288838,"378,777,973,700",6618552,"97,218,278,300",114.0717,115.3207,113.2598
25/06/2020,114.07,114.0717,0.38(0.33 %),57783476,"422,109,065,100",3089039,"52,470,197,500",113.6953,114.0717,112.5125
24/06/2020,113.7,113.6953,-0.93(-0.81 %),51814711,"529,996,992,600",8387593,"118,923,870,700",114.6268,115.6959,113.5665
23/06/2020,114.63,114.6268,-0.1(-0.09 %),66879459,"593,552,131,800",3639327,"63,165,997,900",114.7247,115.7133,114.0102
22/06/2020,114.72,114.7247,-0.63(-0.55 %),57426959,"511,923,488,800",4066379,"68,337,403,700",115.3576,116.4623,114.5347
19/06/2020,115.36,115.3576,2.62(2.32 %),48015798,"439,844,513,600",4389338,"73,635,136,300",112.7362,115.3853,112.7362
18/06/2020,112.74,112.7362,-0.53(-0.47 %),48278656,"376,436,651,300",5109287,"53,224,434,900",113.2689,113.2881,112.0259
17/06/2020,113.27,113.2689,-2.22(-1.92 %),70258860,"504,750,671,900",582682,"7,247,909,200",115.5027,116.3705,113.2426
16/06/2020,115.49,115.4885,1.67(1.47 %),60932793,"580,678,850,400",1603167,"18,657,585,800",113.8225,116.161,113.8225
15/06/2020,113.82,113.8225,-3.09(-2.64 %),81916109,"763,232,863,800",6813030,"64,448,031,200",116.9105,117.4591,113.3152
12/06/2020,116.91,116.9105,0.85(0.73 %),80381905,"723,751,540,400",1220452,"27,531,043,600",116.063,116.9596,111.9172
11/06/2020,116.06,116.063,-4.62(-3.83 %),118261640,"1,160,630,372,600",5887789,"55,534,099,900",120.6841,121.9581,116.0413
10/06/2020,120.68,120.6841,0.56(0.47 %),72813348,"746,257,320,400",2108176,"32,679,262,900",120.1271,121.0618,118.8455
09/06/2020,120.13,120.1271,0.03(0.02 %),79378595,"726,546,577,500",7578649,"90,485,129,300",120.0955,120.5613,118.8771
08/06/2020,120.1,120.0955,2.02(1.71 %),102287647,"1,006,959,770,700",7646908,"70,925,357,400",118.0803,120.6792,118.1387
05/06/2020,118.08,118.0803,0.66(0.56 %),67376517,"721,127,276,800",2431877,"43,136,829,900",117.424,118.0834,116.3469
04/06/2020,117.42,117.424,0.94(0.81 %),65089386,"682,544,489,600",17953802,"284,497,267,600",116.4887,117.8947,116.4825
03/06/2020,116.49,116.4887,2.85(2.51 %),56634266,"623,315,916,200",5634124,"46,844,023,700",113.6425,116.5148,113.6114
02/06/2020,113.64,113.6425,-0.49(-0.43 %),76887589,"877,535,529,500",3092526,"38,199,252,700",114.1645,116.3673,113.2284
01/06/2020,114.14,114.1353,4.32(3.93 %),78682828,"820,527,738,700",7773903,"117,096,301,100",109.8308,114.18,109.531
29/05/2020,109.81,109.8107,0.17(0.16 %),49614751,"425,133,224,400",7142774,"97,040,690,600",109.6423,109.8534,108.8763
28/05/2020,109.64,109.638,0.74(0.68 %),39255921,"456,028,295,600",2138656,"24,737,284,900",108.8704,110.342,108.7956
27/05/2020,108.89,108.8934,-1.6(-1.45 %),58125495,"671,320,249,500",7142014,"63,807,424,400",110.4942,111.5543,108.5386
26/05/2020,110.49,110.4916,1.35(1.24 %),60723593,"692,240,825,300",4333399,"63,072,133,900",109.1462,110.6693,108.1368
25/05/2020,109.15,109.1456,2.1(1.96 %),43872374,"513,908,284,900",5106273,"65,289,786,600",107.0511,109.3593,107.0511
22/05/2020,107.04,107.0412,1.3(1.23 %),67033693,"703,080,733,100",4337617,"60,971,043,900",105.7485,107.7035,105.088
21/05/2020,105.74,105.7391,-1.21(-1.13 %),71805288,"754,842,655,200",4598213,"99,593,586,700",106.9443,106.3349,104.6567
20/05/2020,106.94,106.9443,-1.88(-1.73 %),43391387,"395,952,116,500",5490790,"71,137,933,320",108.8254,108.8254,106.4784
19/05/2020,108.83,108.8254,0.29(0.27 %),58347846,"567,620,485,400",3468133,"55,177,514,000",108.5379,110.3784,108.1769
18/05/2020,108.54,108.5379,-0.49(-0.45 %),51200406,"444,492,027,500",5004867,"47,858,019,200",109.0243,109.5056,106.3908
15/05/2020,109.02,109.0243,-2.32(-2.08 %),70719098,"592,633,553,200",2017541,"41,525,516,900",111.3449,112.7562,109.0034
14/05/2020,111.34,111.3449,-0.52(-0.46 %),59396895,"449,899,755,600",2442904,"25,826,347,600",111.8609,112.0832,110.7846
13/05/2020,111.86,111.8609,0.09(0.08 %),61064447,"509,672,239,700",8982598,"162,850,998,700",111.775,112.2992,110.6234
12/05/2020,111.78,111.775,0.2(0.18 %),51681067,"488,077,574,700",6315782,"55,450,899,540",111.5942,112.2373,110.5051
11/05/2020,111.57,111.5738,1.55(1.41 %),51117937,"459,707,153,000",1446375,"23,221,427,500",110.0228,111.5738,110.026
08/05/2020,110.02,110.0228,1.71(1.58 %),62052998,"544,818,404,000",3462992,"21,275,023,700",108.3098,110.7874,107.2021
07/05/2020,108.31,108.3098,1.65(1.55 %),37482697,"360,140,680,500",9310725,"115,163,669,600",106.6527,108.3552,106.5783
06/05/2020,106.66,106.6561,1.25(1.19 %),51330112,"400,182,445,700",1513636,"16,937,663,400",105.4079,106.7523,104.7539
05/05/2020,105.41,105.4079,-0.31(-0.29 %),26230216,"246,453,502,600",2985123,"31,768,693,900",105.6822,106.1517,105.1111
04/05/2020,105.72,105.716,-1.12(-1.05 %),40364478,"296,233,157,100",1236772,"20,217,698,200",106.8717,106.8717,105.4877
29/04/2020,106.84,106.8379,0.57(0.54 %),47903271,"331,134,985,400",4331458,"34,149,392,400",106.2634,106.8548,105.9037
28/04/2020,106.26,106.2634,-0.04(-0.04 %),40512355,"290,286,913,700",1047000,"18,264,150,000",106.3018,106.6813,104.8938
27/04/2020,106.3,106.3018,-0.67(-0.63 %),37824206,"307,323,878,900",3532202,"66,186,525,000",106.9829,107.5906,105.9162
24/04/2020,106.97,106.9742,0.01(0.01 %),43462238,"303,877,238,000",420356,"4,292,463,700",106.9672,107.115,105.9225
23/04/2020,106.97,106.9672,0.17(0.16 %),47131859,"366,105,521,300",7632460,"157,291,626,500",106.8001,108.5694,106.5
22/04/2020,106.8,106.8001,2.1(2.01 %),44285597,"418,597,778,800",5388262,"64,635,920,500",104.6978,107.2834,102.2751
21/04/2020,104.7,104.6978,-4.99(-4.55 %),73187141,"662,214,682,600",4426107,"68,560,288,000",109.7006,109.7161,104.3961
20/04/2020,109.68,109.6838,-0.78(-0.71 %),67829037,"625,932,201,800",4347558,"69,011,834,100",110.4835,111.2676,109.6559
17/04/2020,110.46,110.463,1.71(1.57 %),51306251,"546,631,667,800",2285408,"11,355,589,900",108.748,110.6059,108.1787
16/04/2020,108.75,108.748,0.42(0.39 %),37420426,"394,319,950,200",3487340,"56,703,258,000",108.3325,108.7633,107.2745
15/04/2020,108.33,108.3325,1.18(1.10 %),48874915,"559,077,367,900",12706490,"153,716,259,300",107.1466,108.8968,106.779
14/04/2020,107.15,107.1498,-0.01(-0.01 %),50359789,"479,953,991,900",5774286,"112,751,208,600",107.1572,107.4498,105.6579
13/04/2020,107.16,107.1572,0.98(0.92 %),35870256,"382,692,933,600",5795559,"101,813,078,900",106.1793,108.0191,103.1019
10/04/2020,106.18,106.1793,1.1(1.05 %),49934956,"457,012,487,400",3319805,"18,393,788,400",105.0767,107.3328,101.5812
09/04/2020,105.08,105.0767,1.15(1.11 %),48056753,"462,720,698,400",9260529,"168,328,966,400",103.9308,107.1965,103.6537
08/04/2020,103.93,103.9308,0.51(0.49 %),41298353,"428,747,562,200",5002594,"60,107,170,100",103.4252,106.6008,101.5907
07/04/2020,103.43,103.4252,0.17(0.16 %),56496300,"585,929,006,400",11710586,"80,001,185,600",103.2596,104.2091,102.0228
06/04/2020,103.26,103.2596,5.41(5.53 %),61245860,"575,134,623,600",3011684,"45,631,429,400",97.8449,103.2762,97.8611
03/04/2020,97.84,97.8449,2.23(2.33 %),44083771,"362,426,444,000",8842173,"120,379,629,100",95.6107,98.1741,94.814
01/04/2020,95.61,95.6107,2.98(3.22 %),32719748,"266,922,238,500",3783161,"58,833,947,500",92.6415,95.9121,89.6996
31/03/2020,92.64,92.6352,-0.65(-0.70 %),49587767,"337,212,740,200",1929089,"29,182,154,500",93.0643,94.978,91.5789
30/03/2020,93.28,93.2824,-4.07(-4.18 %),39733077,"358,012,879,900",6118742,"71,709,895,200",97.3479,97.2994,92.6462
27/03/2020,97.35,97.3479,-0.46(-0.47 %),40620562,"316,580,401,500",8766656,"128,798,812,800",97.8496,98.3167,96.3901
26/03/2020,97.81,97.8119,-2.28(-2.28 %),40990198,"316,633,257,000",8405597,"74,255,649,500",100.071,100.3033,97.6581
25/03/2020,100.09,100.0878,3.14(3.24 %),42916325,"371,036,914,600",5804548,"59,755,770,100",96.9457,100.4359,96.9912
24/03/2020,96.95,96.9457,0.49(0.51 %),51432323,"407,266,072,900",15232903,"210,514,963,300",96.4592,97.3654,95.8995
23/03/2020,96.46,96.4592,-5.33(-5.24 %),64746314,"652,225,875,000",8067231,"102,305,175,300",101.7891,101.5224,96.0762
20/03/2020,101.79,101.7891,0.8(0.79 %),50042454,"391,509,475,700",5326127,"71,462,211,500",100.9882,104.6948,100.3146
19/03/2020,100.99,100.9882,-0.85(-0.83 %),87560554,"471,894,289,800",6366300,"117,472,330,200",101.8446,101.9553,99.8331
18/03/2020,101.84,101.8414,1.12(1.11 %),66041806,"501,969,064,700",6079763,"73,768,995,600",100.7243,102.5544,100.64
17/03/2020,100.72,100.7243,1.1(1.10 %),47438568,"497,243,495,400",5343497,"41,669,307,600",99.6247,101.0485,96.7943
16/03/2020,99.62,99.6247,-1.76(-1.74 %),40707487,"421,583,787,900",523430,"5,963,319,100",101.4006,101.848,98.8972
13/03/2020,101.38,101.3838,-0.53(-0.52 %),84581037,"831,585,242,400",8021687,"63,676,129,800",101.9866,102.239,97.074
12/03/2020,101.92,101.9173,-3.61(-3.42 %),74738948,"783,647,454,900",5709873,"47,312,700,000",105.5245,105.5413,100.5353
11/03/2020,105.52,105.5245,-0.67(-0.63 %),71651940,"778,365,231,800",6099189,"77,304,995,800",106.199,107.9682,102.504
10/03/2020,106.2,106.199,-0.14(-0.13 %),62318679,"647,573,509,000",2195065,"27,464,820,500",104.8745,108.2466,103.3491
09/03/2020,106.34,106.3426,-7.31(-6.43 %),54731620,"766,336,775,900",13704950,"127,114,758,500",113.6386,113.6386,105.7456
06/03/2020,113.66,113.6555,-1.37(-1.19 %),50521552,"576,908,652,300",1952153,"33,402,016,300",115.028,115.028,112.8818
05/03/2020,115.03,115.028,1.01(0.89 %),110920939,"1,307,770,241,300",1143916,"12,612,794,400",114.0229,116.6698,114.0262
04/03/2020,114.02,114.0229,1.45(1.29 %),87859605,"992,918,761,400",3723583,"40,196,490,400",112.576,114.0229,111.8069
03/03/2020,112.58,112.576,1.91(1.73 %),78402725,"903,728,915,200",1826739,"21,047,463,200",110.6667,113.3964,110.776
02/03/2020,110.67,110.6667,1.09(0.99 %),78154131,"833,670,464,400",8507660,"107,933,787,300",109.5907,110.7713,108.1519
28/02/2020,109.58,109.5757,0.31(0.28 %),65579274,"702,955,631,000",1831298,"13,914,203,100",109.2611,109.6871,104.8714
27/02/2020,109.26,109.2611,2.65(2.49 %),41813575,"458,439,822,100",150061,"300,515,500",106.6141,109.3784,105.6939
26/02/2020,106.61,106.6141,-0.05(-0.05 %),52931256,"518,851,788,600",16752178,"244,272,452,900",106.6721,107.3432,105.0844
25/02/2020,106.66,106.6649,2.49(2.39 %),42554203,"506,190,918,500",8227248,"120,080,606,800",104.078,106.6816,102.4771
24/02/2020,104.18,104.1754,-3.91(-3.62 %),64980105,"711,141,737,500",6783034,"54,318,514,200",108.0854,108.0902,103.7984
21/02/2020,108.09,108.0854,-1.49(-1.36 %),33072872,"385,440,409,800",4218675,"29,755,896,000",109.5745,109.917,107.1521
20/02/2020,109.57,109.5745,0.28(0.26 %),35877582,"423,253,421,400",555600,"6,728,120,000",109.3037,110.9202,108.8479
19/02/2020,109.3,109.299,-0.78(-0.71 %),30425471,"351,177,721,300",306896,"15,409,812,200",110.0748,110.1884,108.7046
18/02/2020,110.07,110.0748,0.51(0.47 %),28521342,"402,985,684,300",15673797,"465,952,252,600",109.5695,111.011,109.3121
17/02/2020,109.57,109.5695,-0.17(-0.15 %),28806146,"328,901,467,300",4265939,"37,395,480,300",109.7409,110.2063,108.9093
14/02/2020,109.74,109.7409,1.55(1.43 %),30675790,"412,260,318,300",4518422,"57,206,028,600",108.2115,110.4195,108.191
13/02/2020,108.19,108.191,-0.32(-0.29 %),36541133,"399,729,028,200",4090614,"81,281,176,800",108.5124,108.706,107.3518
12/02/2020,108.51,108.5124,3.74(3.57 %),41462436,"553,795,510,400",2790920,"29,427,002,700",104.7767,108.6351,104.7767
11/02/2020,104.78,104.7762,0.8(0.77 %),26348149,"264,866,080,600",1812664,"41,108,454,700",103.9726,104.8227,103.624
10/02/2020,103.97,103.9726,-0.94(-0.90 %),28848434,"282,462,367,600",15870508,"197,001,625,225",104.917,105.0757,103.6903
07/02/2020,104.92,104.917,-0.92(-0.87 %),30804829,"326,823,478,200",2701665,"22,678,154,700",105.8375,106.0558,104.5453
06/02/2020,105.84,105.8404,2.65(2.57 %),33582447,"338,356,093,200",1275019,"11,486,437,000",102.7975,105.8404,102.7437
05/02/2020,103.19,103.1875,0.61(0.59 %),34827420,"355,276,063,800",2115800,"46,591,036,500",102.5743,103.9294,102.3126
04/02/2020,102.57,102.5743,1.26(1.24 %),29833323,"292,158,060,600",1169102,"22,570,041,200",101.3115,102.577,100.9245
03/02/2020,101.31,101.3115,-1.05(-1.03 %),63521733,"595,858,795,500",2394196,"40,955,351,500",102.3958,102.454,98.578
31/01/2020,102.36,102.3643,-1.75(-1.68 %),47522555,"486,616,872,700",6910990,"64,623,510,300",104.093,104.5347,102.2167
30/01/2020,104.11,104.11,-2.17(-2.04 %),29849374,"330,827,943,800",851234,"14,685,571,900",106.2809,106.2809,103.1215
22/01/2020,106.28,106.2809,0.69(0.65 %),24758473,"236,301,390,700",133060,"2,861,720,000",105.5914,106.2809,105.209
21/01/2020,105.59,105.5914,0.95(0.91 %),25422355,"261,029,245,100",1641907,"13,588,525,600",104.6368,105.8821,104.5285
20/01/2020,104.64,104.6368,0.75(0.72 %),22989583,"261,630,719,600",5037509,"69,317,542,800",103.8826,105.2362,103.5746
17/01/2020,103.88,103.8826,-0.43(-0.41 %),20998900,"233,249,672,600",4131539,"45,138,268,600",104.316,104.6582,103.6825
16/01/2020,104.32,104.316,1.13(1.10 %),23021865,"276,910,324,200",1693859,"30,613,394,700",103.1863,104.5409,103.1408
15/01/2020,103.19,103.1863,-0.18(-0.17 %),18831413,"203,744,097,400",5900902,"102,544,136,100",103.3615,103.4635,102.623
14/01/2020,103.36,103.3615,1.06(1.04 %),20440034,"237,676,557,100",2505874,"40,244,944,200",102.3049,103.4827,102.1435
13/01/2020,102.3,102.3049,0.09(0.09 %),23704628,"234,266,099,000",3076480,"43,161,922,500",102.2186,102.8276,101.9834
10/01/2020,102.22,102.2186,0.97(0.96 %),32274062,"309,638,228,700",4309561,"88,963,466,600",101.2481,102.7588,101.3487
09/01/2020,101.25,101.2481,0.92(0.92 %),22153245,"237,597,547,800",2498269,"66,117,762,400",100.3272,101.7409,100.3201
08/01/2020,100.33,100.3272,-1.09(-1.07 %),29038479,"331,095,075,200",15421087,"116,639,449,400",101.4153,101.7543,100.0665
07/01/2020,101.42,101.4153,0.18(0.18 %),19294344,"205,583,674,900",9970680,"69,984,707,200",101.2313,101.6252,100.947
06/01/2020,101.23,101.2313,-1.16(-1.13 %),24509390,"283,690,056,900",413271,"18,170,254,470",102.3903,102.4305,101.1058
03/01/2020,102.39,102.3903,-0.6(-0.58 %),21848453,"250,130,211,400",883814,"17,027,957,200",102.9903,103.5167,102.2707
02/01/2020,102.99,102.9903,0.48(0.47 %),19682735,"196,671,426,600",4655035,"57,122,715,900",102.5145,103.0587,102.2215
31/12/2019,102.51,102.5145,0.35(0.34 %),25838838,"288,157,404,500",13154812,"207,856,508,000",102.2741,102.5145,101.496
30/12/2019,102.16,102.1626,-0.44(-0.43 %),26529593,"269,472,329,400",13728224,"315,157,111,800",102.6023,102.9706,101.7533
27/12/2019,102.6,102.6023,0.28(0.27 %),24942170,"200,331,959,700",15445364,"259,273,330,100",102.325,102.6025,101.8759
26/12/2019,102.32,102.325,-0.61(-0.59 %),21264942,"169,894,635,900",19714820,"387,505,703,500",102.9345,102.9345,101.8936
25/12/2019,102.93,102.9345,0.48(0.47 %),27823720,"240,290,809,200",22350869,"521,801,078,200",102.4499,102.9486,102.0115
24/12/2019,102.45,102.4499,0.1(0.10 %),19926459,"186,891,879,700",4864152,"55,660,838,800",102.3505,102.635,101.8657
23/12/2019,102.35,102.3505,-0.07(-0.07 %),28858970,"254,674,721,800",13282293,"220,842,939,300",102.4228,102.8873,102.2796
20/12/2019,102.42,102.4228,0.42(0.41 %),20944728,"192,344,382,900",14263964,"292,008,039,100",102.002,102.4228,101.6233
19/12/2019,102.0,102.002,0.2(0.20 %),20620545,"156,129,500,500",6519763,"124,829,981,400",101.804,102.0194,101.2927
18/12/2019,101.8,101.804,-1.09(-1.06 %),27199668,"202,958,335,400",14676780,"134,737,830,000",102.899,102.9369,101.5794
17/12/2019,102.9,102.899,-0.32(-0.31 %),44014379,"256,226,195,500",6605646,"113,764,744,000",103.2352,103.5135,102.5566
16/12/2019,103.22,103.2161,0.28(0.27 %),26216290,"227,890,609,600",13417014,"160,696,642,600",102.9355,103.7439,102.9526
13/12/2019,102.94,102.9355,0.23(0.22 %),29612324,"251,920,534,300",9091141,"118,720,572,700",102.7097,103.5427,102.6381
12/12/2019,102.71,102.7097,0.33(0.32 %),23717193,"210,267,333,200",6461459,"80,038,260,200",102.3774,102.847,102.1109
11/12/2019,102.38,102.3774,0.34(0.33 %),14648663,"165,958,592,700",10041483,"97,817,934,700",102.0415,102.3774,101.447
10/12/2019,102.04,102.0415,-0.32(-0.31 %),16592186,"155,972,839,800",14223696,"232,653,854,300",102.363,102.5714,101.4183
09/12/2019,102.36,102.363,-0.14(-0.14 %),19243855,"219,764,710,200",2335400,"37,058,660,000",102.4982,102.8335,101.8188
06/12/2019,102.5,102.4991,0.13(0.13 %),15561594,"174,706,988,000",11013522,"52,529,532,600",102.3673,102.7811,102.1374
05/12/2019,102.37,102.3673,-0.11(-0.11 %),20149642,"226,952,086,200",5044617,"91,020,923,200",102.4734,102.9508,102.0701
04/12/2019,102.47,102.4734,1.4(1.39 %),20275693,"201,017,250,500",3732520,"74,594,710,500",101.0694,102.5382,100.853
03/12/2019,101.07,101.0694,0.17(0.17 %),18571035,"208,945,941,500",7584746,"155,693,734,900",100.8964,101.8475,100.459
02/12/2019,100.9,100.8964,-1.6(-1.56 %),23098810,"262,661,638,600",3108379,"71,055,646,900",102.4972,102.7846,100.8301
29/11/2019,102.5,102.5004,0.16(0.16 %),18702509,"209,486,028,700",4225945,"56,608,878,500",102.3404,102.689,102.005
28/11/2019,102.34,102.3404,-0.89(-0.86 %),17338744,"240,395,188,000",3327804,"42,909,320,400",103.2326,103.5174,102.045
27/11/2019,103.23,103.2326,-0.76(-0.73 %),16071697,"187,053,766,100",3752200,"55,567,920,000",103.9938,104.2523,103.1898
26/11/2019,103.99,103.9938,0.53(0.51 %),16788018,"197,563,203,300",5569115,"80,913,499,000",103.463,104.2037,103.3934
25/11/2019,103.46,103.463,0.38(0.37 %),20563599,"241,788,518,300",7373489,"106,915,424,700",103.0865,103.8653,102.9197
22/11/2019,103.09,103.0865,-1.66(-1.58 %),23250356,"319,100,152,300",2292850,"32,015,415,000",104.7449,104.9213,102.6701
21/11/2019,104.74,104.7417,-0.17(-0.16 %),17294518,"208,688,923,800",4651365,"44,908,118,000",104.9121,104.9772,101.6935
20/11/2019,104.91,104.9121,-0.58(-0.55 %),15415992,"168,641,357,900",1837892,"38,630,503,500",105.4908,105.7301,104.676
19/11/2019,105.49,105.4908,0.34(0.32 %),16934214,"177,507,102,100",2665522,"57,609,818,200",105.1458,105.5829,104.9181
18/11/2019,105.15,105.1522,-0.88(-0.83 %),18666193,"213,672,271,600",1875060,"34,071,634,000",106.0275,106.3383,105.0238
15/11/2019,106.03,106.0275,-0.21(-0.20 %),21445303,"238,663,919,500",6793379,"149,161,812,500",106.2405,106.7091,105.9179
14/11/2019,106.24,106.2405,-0.96(-0.90 %),21565179,"293,838,078,200",3994008,"37,498,807,100",107.1972,107.4351,106.1297
13/11/2019,107.2,107.1982,0.23(0.22 %),24916731,"291,662,089,200",4402178,"47,421,456,100",106.9642,108.074,106.9342
12/11/2019,106.96,106.9642,0.2(0.19 %),19998959,"211,397,201,000",4810937,"69,707,782,300",106.7642,107.0879,106.3804
11/11/2019,106.76,106.7642,-0.51(-0.48 %),20522561,"225,803,670,600",3547032,"40,768,862,200",107.2743,107.5019,106.6706
08/11/2019,107.27,107.2743,0.39(0.36 %),24204684,"315,426,403,100",9260162,"34,478,254,400",106.8829,107.896,106.8774
07/11/2019,106.88,106.8829,0.14(0.13 %),21388820,"278,765,053,600",633710,"9,008,726,900",106.7443,107.0262,106.4165
06/11/2019,106.75,106.7472,0.04(0.04 %),17238406,"259,929,951,200",1901868,"26,902,307,600",106.7044,107.1804,106.5863
05/11/2019,106.71,106.71,0.11(0.10 %),25240002,"395,599,163,200",1031987,"12,241,060,800",106.6,107.25,106.35
04/11/2019,106.6,106.6026,0.85(0.80 %),23948115,"312,313,742,400",3024091,"51,001,653,000",105.7514,106.8461,105.703
01/11/2019,105.75,105.7514,0.56(0.53 %),23157005,"279,569,870,200",18310890,"227,357,022,760",105.1909,106.0283,104.4834
31/10/2019,105.19,105.1909,-0.7(-0.66 %),25261391,"247,210,797,400",9155603,"66,712,434,800",105.9115,106.3569,105.1256
30/10/2019,105.89,105.8903,1.21(1.16 %),27420014,"382,798,752,900",66897331,"1,510,722,532,400",104.6834,106.0757,104.3997
29/10/2019,104.68,104.6834,-0.36(-0.34 %),16383011,"219,552,812,200",3574445,"22,000,752,600",105.1555,105.4199,104.2697
28/10/2019,105.04,105.0413,0.33(0.32 %),22144649,"235,702,989,100",2848472,"24,940,215,600",104.7117,105.6646,104.6528
25/10/2019,104.71,104.7147,0.07(0.07 %),21904231,"253,199,234,300",5016200,"58,816,026,600",104.6944,104.8995,104.2074
24/10/2019,104.64,104.644,0.51(0.49 %),18836856,"191,546,728,200",1227986,"12,974,421,400",104.1368,104.644,103.7697
23/10/2019,104.14,104.1368,-0.36(-0.34 %),16254828,"207,427,024,400",2356989,"25,336,009,200",104.4937,104.8013,103.9419
22/10/2019,104.49,104.4937,0.48(0.46 %),25498832,"278,389,127,600",8251733,"134,718,080,800",104.0092,104.5035,103.747
21/10/2019,104.01,104.0092,-1.47(-1.39 %),27342835,"271,485,925,500",2411851,"71,740,583,500",105.4793,105.6326,103.9049
18/10/2019,105.48,105.4793,-0.59(-0.56 %),23581226,"276,914,480,800",2721167,"34,141,603,400",106.0663,106.2052,104.9444
17/10/2019,106.07,106.0663,0.13(0.12 %),17851096,"235,232,743,900",581113,"26,584,724,500",105.9337,106.076,105.3935
16/10/2019,105.93,105.9337,-0.08(-0.08 %),26618650,"242,648,550,400",2374313,"34,789,917,600",106.0106,106.5934,105.8964
15/10/2019,106.01,106.0106,-0.03(-0.03 %),23961679,"281,769,275,800",7129441,"195,156,249,200",106.0448,106.163,105.6431
14/10/2019,106.05,106.0456,0.78(0.74 %),27988650,"399,899,478,500",8555644,"127,038,450,800",105.2632,106.6031,105.3011
11/10/2019,105.26,105.2632,0.11(0.10 %),17961167,"230,975,175,200",5159276,"50,120,374,000",105.1564,105.5543,104.8744
10/10/2019,105.16,105.1564,0.53(0.51 %),21951557,"340,392,789,700",4900670,"38,842,440,200",104.6203,105.8309,104.5003
09/10/2019,104.62,104.6224,0.7(0.67 %),21819638,"295,155,063,600",1436901,"22,239,758,600",103.9178,104.7166,103.8779
08/10/2019,103.92,103.9178,0.19(0.18 %),20060567,"290,931,870,400",1727377,"50,183,466,500",103.7279,104.078,100.3069
